Date,PM2.5,PM10,NOx,NH3,CO,Benzene,AQI
08-03-2016,41.44,75.47,13.89,10.33,0.75,0.71,98
09-03-2016,50.81,86.52,18.89,10.29,1.33,0.92,118
10-03-2016,60.66,98.21,22.67,10.27,1.14,1.3,121
11-03-2016,63.93,96.69,23.29,10.31,1.11,1.17,117
12-03-2016,63.41,109.62,18.54,10.33,0.96,1.19,135
13-03-2016,57.96,98.74,12.98,10.27,0.82,0.67,121
14-03-2016,63.41,96.78,12.78,10.26,0.86,0.8,126
15-03-2016,48.22,87.46,12.81,10.29,0.85,0.73,109
16-03-2016,49.29,83.28,18.23,10.11,0.83,0.64,106
17-03-2016,45.8,77.21,25.45,20.45287405,1.05,0.62,111
18-03-2016,54.89,98.88,33.90243679,20.45287405,0.83,1.2,98
19-03-2016,52.53,91.79,4.54,9.14,1.01,1.19,95
20-03-2016,65.12,98.55,5.31,10.32,1.37,2.36,111
21-03-2016,56.19,105.42,5.66,10.22,1.66,2.99,112
22-03-2016,56.72,103.22,5.83,10.4,1.53,3.02,121
23-03-2016,77.4,101.33,22.41,10.39,1.68,2.3,123
24-03-2016,73.6,105.96,14.27,10.31,0.85,0.93,160
25-03-2016,73.9,104.01,15.68,10.34,1.01,0.9,151
26-03-2016,61.09,106.24,15.49,10.35,0.91,0.93,134
27-03-2016,69.37,108.55,13.88,10.29,1,0.87,141
28-03-2016,64.25,111.27,13.03,10.31,1.18,0.72,138
29-03-2016,58.28,101.14,15.26,10.12,1.12,0.86,123
30-03-2016,55.96,95.45,15.47,10.16,1.13,0.89,125
31-03-2016,43.84,89.56,12.31,10.31,0.66,0.69,92
01-04-2016,57.97,99.89,13.91,10.47,0.9,1.08,103
02-04-2016,56.44,100.69,33.90243679,20.45287405,1.03,1.45,102
03-04-2016,70.8,100.96,27.17,20.45287405,0.84,1.23,103
04-04-2016,53.75,104.14,28.55,28.56,1.21,0.84,146
05-04-2016,52.91,116.28,23.81,26.16,0.86,0.99,103
06-04-2016,50.6,114.32,30.45,22.29,1.5,0.73,117
07-04-2016,42.22,96.54,23.71,22.34,0.96,0.76,120
08-04-2016,31.46,84.57,23.23,20.01,0.8,0.91,88
09-04-2016,31.88,70,21.16,19.59,0.87,0.89,77
10-04-2016,28.04,75.69,21.91,17.59,0.82,0.88,79
11-04-2016,46.8,100.44,28.29,18.48,1.24,0.83,99
12-04-2016,48.99,87.94,37.07,19.29,1.61,0.69,117
13-04-2016,55.96,98.92,32.34,22.54,1.24,0.84,116
14-04-2016,66.47,109.42,35.18,25.98,1.2,1.35,131
15-04-2016,54.58,102.11,19.15,23.21,0.83,0.92,121
16-04-2016,70.92,96.84,18.48,21.43,1.05,0.57,125
17-04-2016,63.68,95.59,17.83,21.25,0.97,0.64,151
18-04-2016,51.86,108.24,23.65,22.27,1.2,0.99,139
19-04-2016,37.66,78.68,24.53,20.13,1.1,0.64,107
20-04-2016,45,93.9,29.96,22.38,1.02,0.68,105
21-04-2016,48.65,87.02,24.68,23.69,1.3,0.9,120
22-04-2016,41.99,103.25,28.75,22.04,1.06,1.16,100
23-04-2016,26,93.08,13.84,18.78,0.6,0.6,101
26-04-2016,56.86,109,30.9,34.24,0.17,0.77,102
27-04-2016,52.96,108.3,30.89,38.48,0.9,0.53,129
28-04-2016,44.3,89.26,32.21,31.97,0.51,0.44,110
29-04-2016,40.1,85.11,28.28,33.59,0.48,0.44,99
30-04-2016,33.33,76.71,28.66,33.19,0.47,0.36,100
01-05-2016,46.08,107.77,28.46,29.73,0.49,0.55,108
02-05-2016,37.28,84.02,21.07,23.99,0.43,0.25,104
03-05-2016,40.37,87.52,27.93,30.58,0.71,0.46,116
04-05-2016,30.1,56.02,18.45,44.38,0.38,0.25,92
05-05-2016,29.22,60.54,27.98,28.44,0.39,0.38,67
06-05-2016,60.88,66.45,33.89,48.05,0.7,0.38,72
07-05-2016,89.48,94.11,47.12,59.64,1.08,0.5,90
08-05-2016,40.12,50.94,51.79,78.57,1.65,0.19,156
09-05-2016,50.76,82.05,33.14,35.16,1.27,0.32,167
10-05-2016,30.45,56,25.36,34.26,1.27,0.47,105
11-05-2016,60.7,81.89,50,31.42,1.42,0.91,105
12-05-2016,51.09,96.09,46.61,30.83,1.66,0.44,135
13-05-2016,45.67,82.71,29.19,29.29,0.94,0.36,110
14-05-2016,46.24,90.98,26.3,30.57,0.9,0.31,110
15-05-2016,31.02,65.19,20.89,28.73,0.82,0.34,95
16-05-2016,28.39,73.3,25.85,27.59,0.79,0.32,92
17-05-2016,23.03,66.3,23.51,31.26,0.69,0.29,83
18-05-2016,29.65,72.39,25.18,29.08,0.84,0.3,84
19-05-2016,34.57,68.51,22.43,26.92,0.65,0.22,86
20-05-2016,29.56,53.7,19.22,39.66,0.6,0.18,92
21-05-2016,32.82,71.8,17.74,34.21,0.48,0.08,105
22-05-2016,34.45,87,22.12,22.35,0.67,0.33,93
23-05-2016,30.51,66.12,19.54,20.06,0.58,0.11,95
24-05-2016,31.95,72.51,25.28,20.42,0.63,0.15,87
25-05-2016,48.62,67.89,28.59,20.86,0.59,0.18,104
26-05-2016,42.25,44.45,24.95,21.38,0.52,0.12,147
27-05-2016,26.64,57.84,18.62,18.67,0.51,0.09,85
28-05-2016,25.43,63.82,17.85,19.2,0.53,0.12,80
29-05-2016,26.04,76.71,18.29,18.94,0.57,0.28,85
09-08-2016,8.86,41.75,15.02,12.11,0.68,0.1,86
10-08-2016,9.41,38.77,11.86,12.28,0.45,0.07,84
11-08-2016,7.81,26.51,10.68,11.83,0.44,0.09,63
02-09-2016,6.31,28.63,13.01,31.07,0.39,0.06,87
03-09-2016,10.4,30.27,17.23,15.31,0.45,0.06,78
04-09-2016,23,62.17,3.46,44.05,0.07,0.01,49
06-09-2016,28.28,87.32,18.74,36.24,0.27,0.08,85
07-09-2016,37.15,99.05,27.1,32.48,0.39,0.26,97
08-09-2016,25,82.86,16.86,27.66,0.2,0.09,93
10-09-2016,37.09,82.11,26.06,22.62,0.37,0.1,92
11-09-2016,24.59,59.97,22.2,26.24,0.32,0.1,66
12-09-2016,30.49,69.68,20.74,16.75,0.28,0.08,65
13-09-2016,23.2,43.26,14.05,19.98,0.31,0.08,66
14-09-2016,23.25,46.02,14.15,12.34,0.13,0.06,55
15-09-2016,15.79,36.7,15.99,15.62,0.15,0.1,70
16-09-2016,10.75,22.54,7.61,38.51,0.27,0.03,59
20-09-2016,9.93,21.82,11.36,6.56,0.25,0.05,62
21-09-2016,17.82,31.93,19.18,16.51,0.11,0.1,52
22-09-2016,13.08,34.21,11.32,9.41,0.1,0.04,52
23-09-2016,7,11,3.57,28.86,0.09,0.02,34
25-09-2016,21.28,37.15,10.2,31.24,0.17,0.05,66
26-09-2016,31.01,71.78,15.21,32.74,0.24,0.1,82
27-09-2016,33.84,76.67,16.1,18.67,0.3,0.11,78
28-09-2016,42.99,91.44,17.01,12.5,0.11,0.11,86
29-09-2016,39.5,103.83,15.5,16.89,0.17,0.08,100
30-09-2016,37.67,101.49,13.6,11.83,0.01,0.06,103
01-10-2016,16.68,31.02,20.85,25.01,0.24,0.08,70
02-10-2016,13.57,24.85,12.52,19.43,0.11,0.05,55
03-10-2016,12.72,33.72,7.84,17.95,0.19,0.02,72
04-10-2016,11.98,35.51,13.8,9,0.03,0.03,47
05-10-2016,9.83,32.3,12.75,12.28,0.07,0.02,73
06-10-2016,15.29,52.36,16.72,14.01,0.1,0.02,56
07-10-2016,15.45,57.53,13.83,10.52,0.2,0.01,63
08-10-2016,16.38,37.54,12.18,11.07,0.08,0.01,55
09-10-2016,12.88,45.38,3.87,11.22,0.05,0,65
12-10-2016,48.55,108.27,9.94,15.37,0.43,0.23,106
13-10-2016,50.52,99.86,20.04,21.18,0.65,0.48,104
14-10-2016,44.48,94.36,21.83,31.36,0.62,0.53,97
15-10-2016,45.06,101,15.27,27.21,0.59,0.22,97
16-10-2016,56.83,104.28,23.92,31.41,0.79,0.33,108
17-10-2016,54.95,94.42,31.02,28.7,0.53,0.47,100
18-10-2016,60.17,94.51,29.15,26.25,0.59,0.17,97
19-10-2016,58.85,101.67,22.89,29.97,0.97,0.07,103
20-10-2016,61.53,106.2,23.4,29.1,0.81,0.09,104
21-10-2016,59.04,100.29,21.95,39.49,0.51,0.13,102
22-10-2016,54.48,108.28,24.12,53.38,0.39,0.08,104
24-10-2016,58.23,108.26,20.79,34.59,0.3,0.08,107
25-10-2016,64.18,103.01,20.88,30.24,0.38,0.06,114
26-10-2016,61.11,105.64,19.19,47.92,0.33,0.11,107
27-10-2016,64.35,101.48,16.75,45.17,0.33,0.09,117
28-10-2016,62.16,99.01,13.55,39.85,0.38,0.07,116
29-10-2016,73.11,104.96,16.1,42.24,0.5,0.07,130
30-10-2016,63.6,97.16,9.13,27.36,0.33,0.09,129
31-10-2016,58.15,84.2,11.15,26.1,0.54,0.07,106
01-11-2016,73.45,106.62,17.47,24.59,0.57,0.17,118
02-11-2016,64.93,100.92,8.34,21.5,0.35,0.2,134
03-11-2016,61.75,97.54,9.26,20.77,0.35,0.08,104
04-11-2016,65.1,101.16,5.38,9.27,0.36,0.05,113
05-11-2016,67.23,100.75,11.5,12.51,0.26,0.08,151
06-11-2016,65.76,104.57,9.76,13.96,0.36,0.08,119
07-11-2016,66.65,112.8,7.51,22.83,0.35,0.16,124
08-11-2016,60.51,107.1,12.13,25.37,0.47,0.13,112
09-11-2016,65.33,103.8,13.74,24.24,0.45,0.12,147
10-11-2016,71.55,106.32,17.15,36.33,0.45,0.11,144
11-11-2016,62.24,97.74,25.65,33.77,0.92,0.13,129
12-11-2016,61.83,104.38,16.3,39.06,0.61,0.08,152
13-11-2016,60.96,98.46,14.97,30.06,0.64,0.05,163
14-11-2016,61.46,99.72,14.73,31.45,0.74,0.05,122
15-11-2016,67.56,102.5,12.11,27.89,0.54,0.06,125
16-11-2016,59.73,101.38,11.96,31.12,0.59,0.07,140
17-11-2016,63.35,103.32,12.26,33.57,0.49,0.05,104
18-11-2016,61.71,95.29,13.22,29.05,0.45,0.08,133
19-11-2016,61.8,98.96,18.26,36.62,0.52,0.07,141
20-11-2016,61,96.5,19.38,33.56,0.57,0.02,122
21-11-2016,55.76,85.33,18.69,38.92,0.51,0.03,105
22-11-2016,60.32,89.17,15.22,38.16,0.5,0.02,98
23-11-2016,62.65,91.64,14.74,37.16,0.52,0.05,124
24-11-2016,64.38,95.85,19.27,30.2,0.64,0.04,162
25-11-2016,63.41,102.09,13.16,23.54,0.59,0.02,136
26-11-2016,52.96,90.29,4.6,5.08,0.55,0.03,109
27-11-2016,59.95,98.75,4.13,3.64,0.5,0.03,106
28-11-2016,63.92,103.2,3.59,4.08,0.49,0.02,105
29-11-2016,55.4,95.5,6.7,16.48,0.3,0.02,113
30-11-2016,58.98,95.61,14.58,41.11,0.43,0.02,100
01-12-2016,58.86,97.97,10.45,31.73,0.38,0.02,103
02-12-2016,61.32,101.59,5.18,35.72,0.17,0.01,96
03-12-2016,57.06,89.69,9.69,23.13,0.28,0.03,112
04-12-2016,59.44,94.88,14.51,21.32,0.41,0.04,94
05-12-2016,66,104.04,15.87,28.38,0.49,0.02,112
06-12-2016,65.98,100.21,11.8,27.81,0.46,0.02,115
07-12-2016,58.07,91.26,9.62,28.78,0.32,0.01,109
08-12-2016,60.69,102.1,11.6,31.26,0.36,0.01,110
09-12-2016,63.73,106.83,12.1,17.46,0.29,0.02,126
10-12-2016,61.83,103.12,12.58,24.41,0.38,0.02,117
11-12-2016,61.79,97.38,13.47,34.77,0.37,0.03,104
12-12-2016,48.86,104.26,11.72,26.45,0.45,0.02,103
13-12-2016,60.56,103.88,8.25,30.9,0.26,0.01,105
14-12-2016,44.66,62.82,5.73,19.33,0.28,0.01,82
15-12-2016,57.33,93.83,7.32,26.91,0.25,0.02,96
16-12-2016,64.61,96.25,7.57,27.7,0.28,0.02,133
17-12-2016,56.65,95.79,14.28,31.24,0.47,0.05,117
18-12-2016,54.74,94.68,12.93,36.11,0.33,0.07,96
19-12-2016,61.36,96.74,13.12,31.03,0.32,0.03,102
20-12-2016,60.03,94.81,13.49,34.35,0.34,0.03,117
21-12-2016,54.24,95.55,14.68,29.32,0.42,0.04,106
22-12-2016,58.12,96.04,13.14,42.78,0.36,0.07,102
23-12-2016,60.2,95.54,13.76,26.75,0.33,0.04,101
24-12-2016,60.28,103.11,16.86,31.14,0.43,0.05,104
25-12-2016,61.28,103.5,17.39,19.36,0.51,0.03,106
26-12-2016,53.5,99.82,19.56,36.57,0.73,0.09,106
27-12-2016,54.32,92.67,25.52,34.58,0.74,0.2,95
28-12-2016,62.67,101.25,16.43,35.44,0.45,0.07,160
29-12-2016,60.05,98.82,14.69,24.76,0.48,0.04,124
30-12-2016,61.49,104.8,10.35,25.35,0.37,0.03,160
31-12-2016,61.98,110.38,8.45,18.5,0.28,0.03,173
01-01-2017,61.25,100.46,8.27,15.38,0.25,0.02,110
02-01-2017,47.21,80.12,10.85,24.87,0.33,0.02,103
03-01-2017,65.45,132.09,13.66,18.06,0.31,0.03,103
04-01-2017,116.03,197.89,12.48,26.16,0.15,0.04,215
05-01-2017,96.21,162.27,13.18,36.67,0,0.06,276
06-01-2017,75.89,147.99,15.64,23.85,0,0.04,158
07-01-2017,63.83,104.25,9.45,16.18,0,0.03,137
08-01-2017,62.34,100.56,8.88,15.23,0,0.02,102
09-01-2017,51.67,80.46,11.37,13.47,0,0.02,96
10-01-2017,61.42,112.53,8.33,11.94,0,0.03,98
11-01-2017,82.34,168.93,14.9,19.45,0,0.09,163
12-01-2017,115.47,212.64,13.1,30.92,0,0.08,236
13-01-2017,108.41,166.25,11.51,26.15,0,0.06,281
14-01-2017,73.75,114.17,9.48,20.75,0,0.04,183
15-01-2017,81.72,120.38,9.59,17.64,0,0.05,164
16-01-2017,83.39,140.24,12.14,19.03,0,0.06,184
17-01-2017,64.14,116.31,11.74,17.53,0,0.04,133
18-01-2017,54.56,81.16,8.81,14.66,0,0.04,126
19-01-2017,67.09,109.2,9.6,14.4,0,0.02,104
20-01-2017,76.51,135.24,11.62,15.32,0,0.02,150
21-01-2017,69.51,137.83,16.45,18,0,0.02,156
22-01-2017,60.61,111.85,16.53,15.71,0,0.02,113
23-01-2017,83.79,150.97,19.39,20.72,0,0.06,156
24-01-2017,71.49,148.62,11.72,19.98,0,0.03,151
25-01-2017,76.94,144.81,11.21,18.46,0,0.01,149
26-01-2017,64.21,108.56,8.41,14.62,0,0,132
27-01-2017,56.14,100.4,10.18,15.15,0,0,100
28-01-2017,68.79,131.75,7.53,18.29,0,0,115
29-01-2017,85.73,157.28,12.36,28.21,0,0.08,199
30-01-2017,62.96,124.01,16.06,25.86,0,0.06,129
31-01-2017,54.98,115.66,16.51,17.73,0,0.07,110
01-02-2017,44.56,87.45,9.92,16.81,0,0.03,151
02-02-2017,52.36,96.1,9.36,16.25,0,0.01,102
03-02-2017,58.81,109.98,10.17,16.49,0,0.01,113
04-02-2017,68.29,141.85,12.26,17.59,0,0.04,149
05-02-2017,56.73,117.29,10.79,18.65,0,0.02,164
06-02-2017,64.14,136.36,8.17,17.5,0,0,118
07-02-2017,93.54,188.21,11.41,26.73,0,0,185
08-02-2017,83.13,163.13,8.72,22.71,0,0.01,180
09-02-2017,70.3,134.14,10.47,19.35,0,0.02,161
10-02-2017,64.97,108.1,7.61,15.93,0,0,121
14-02-2017,62.32,115.04,9.17,18.65,0,0.03,137
15-02-2017,66.1,129.76,12.43,17.52,0.08,0.05,123
16-02-2017,85.12,173.28,14.03,22.99,0.11,0.11,158
17-02-2017,82.76,203.34,15.73,26.52,0.28,0.25,193
18-02-2017,75.46,197.99,15.11,27.44,0.24,0.24,179
19-02-2017,63.58,163.83,9.18,31.66,0.23,0.22,141
20-02-2017,57.61,157.84,8.46,39.69,0.25,0.2,160
21-02-2017,53.34,144.79,13.02,22.19,0.24,0.17,128
22-02-2017,65.52,167.51,13.69,30.84,0.27,0.16,161
23-02-2017,72,184.43,14.06,29.77,0.28,0.22,164
24-02-2017,68.68,178.16,14.36,41.8,0.21,0.27,183
25-02-2017,80.73,198.07,13.6,47.49,0.21,0.36,165
26-02-2017,64.09,163.99,12.84,29.14,0.22,0.25,165
27-02-2017,55.13,148.99,11.67,29.39,0.28,0.18,179
28-02-2017,69.06,177.21,13.98,40.73,0.23,0.31,197
01-03-2017,63.3,161.94,9.94,25.67,0.24,0.14,166
02-03-2017,57.86,130.83,8.8,18.51,0.19,0.08,147
03-03-2017,28.95,87.02,7.97,17.57,0.14,0.08,142
04-03-2017,32.73,90.8,7.66,18.84,0.16,0.06,116
05-03-2017,31.06,69.14,6.75,15.43,0.14,0.05,102
06-03-2017,42.16,106.15,8.86,17.68,0.17,0.09,106
07-03-2017,35.62,80.09,6.07,14.61,0.14,0.05,109
08-03-2017,45.6,118.95,8.91,16.96,0.13,0.09,124
09-03-2017,77.14,189.5,14.68,24.9,0.2,0.17,181
10-03-2017,30.97,89.71,8.42,13.14,0.12,0.05,113
11-03-2017,30.33,111.84,10.18,8.95,0.11,0.06,108
12-03-2017,43.8,146.18,12.69,15.42,0.16,0.16,117
13-03-2017,63.7,181.89,12.28,32.61,0.21,0.21,143
14-03-2017,50.64,132.94,11.09,26.41,0.16,0.22,161
15-03-2017,21.27,57.52,6.57,13.73,0.11,0.04,95
16-03-2017,27.44,44.62,8.05,12.84,0.11,0.04,76
17-03-2017,54.73,118.8,14.49,21.57,0.16,0.19,97
18-03-2017,67.57,186,17.22,33.02,0.2,0.33,146
19-03-2017,63.1,216.97,17.35,40.79,0.19,0.22,167
20-03-2017,52.04,186.28,12.52,41.5,0.19,0.2,144
21-03-2017,61.33,191.22,14.69,33.24,0.17,0.24,145
22-03-2017,60.92,175.69,14.03,26.07,0.17,0.16,171
23-03-2017,60.33,158.98,13.65,21.52,0.23,0.1,175
24-03-2017,54.59,135.47,11.92,19.77,0.17,0.11,148
25-03-2017,60.55,148.34,11.22,24.64,0.19,0.1,137
26-03-2017,62.45,152.69,10.57,19.94,0.17,0.09,140
27-03-2017,57.61,144.64,10.9,17.01,0.16,0.09,164
28-03-2017,51.42,128.17,10.72,16.62,0.16,0.09,154
29-03-2017,49.28,117.75,10.29,15.1,0.16,0.09,127
30-03-2017,47.02,122.96,10.75,15.91,0.17,0.1,114
31-03-2017,45.77,119.32,10.05,16.73,0.15,0.09,150
01-04-2017,44.15,117.72,8.99,14.2,0.14,0.08,136
02-04-2017,51.9,144.41,11.47,15.37,0.16,0.09,123
03-04-2017,50.37,125.87,9.63,14.48,0.15,0.09,132
04-04-2017,43.52,105.3,8.9,15.11,0.14,0.08,123
05-04-2017,47.15,98.46,8.89,12.67,0.15,0.07,103
06-04-2017,44.33,118.21,9.88,20.89,0.16,0.1,92
07-04-2017,48.68,119.71,10.06,14.76,0.14,0.05,136
08-04-2017,68.34,186.2,11.62,19.05,0.2,0.56,128
09-04-2017,77.56,193.33,23.27,17.48,0.29,0.24,175
10-04-2017,67.48,184.29,11.11,22.74,0.21,0.16,164
11-04-2017,77.94,235.99,16.81,33.95,0.23,0.48,192
12-04-2017,158.04,485.88,16.42,51.93,0.3,0.28,199
13-04-2017,59.32,161.14,11.15,26.62,0.15,0.13,173
14-04-2017,60.92,155.57,10.17,23.64,0.17,0.13,165
15-04-2017,57.68,161.11,9.42,16.22,0.16,0.2,152
16-04-2017,56.31,172.7,8.96,16.17,0.15,0.17,148
17-04-2017,68.97,221.35,12.46,28.4,0.23,0.18,173
18-04-2017,70.99,219.74,13.09,23.76,0.25,0.26,191
19-04-2017,57.04,157.84,8.08,30.84,0.14,0.22,166
20-04-2017,49.73,155.18,10.53,41.98,0.12,0.16,131
21-04-2017,45.5,146.01,11.26,26.61,0.13,0.09,136
22-04-2017,53.51,173.04,13.91,36.91,0.19,0.17,143
23-04-2017,58.3,187.29,13.23,45.33,0.16,0.2,156
24-04-2017,57.26,195.54,12.81,32.1,0.17,0.32,162
25-04-2017,55.63,186.41,16.03,26.05,0.18,0.22,156
26-04-2017,61.48,178.52,10.74,30.94,0.06,0.1,151
27-04-2017,63.36,195.29,15.74,36.73,0.19,0.2,171
28-04-2017,37.64,90.98,8.78,33.13,0.09,0.04,142
29-04-2017,27.39,97.09,8.18,38.26,0.09,0.08,127
30-04-2017,24.73,71.82,8.76,25.94,0.1,0.06,99
01-05-2017,24.54,68.79,8.54,26.54,0.09,0.09,99
02-05-2017,29.34,70.91,7.49,25.34,0.1,0.04,110
03-05-2017,37.31,85.68,8.5,34.75,0.11,0.04,118
04-05-2017,43.24,111.88,9.73,22.03,0.15,0.05,130
05-05-2017,40.48,113.26,10.1,16.38,0.15,0.12,138
06-05-2017,38.11,89.14,7.62,24.02,0.11,0.03,122
07-05-2017,29.4,80.54,2.82,20.45287405,0.09,0.02,98
08-05-2017,27.81,82.02,4.24,14.29,0.06,0.02,131
09-05-2017,32.95,91.33,9.72,38.95,0.06,0.06,109
10-05-2017,31.54,71.48,17.44,54.45,0.16,0.03,165
11-05-2017,30.22,66.24,22.12,50.53,0.14,0.02,123
12-05-2017,34.8,77.97,11.62,23.81,0.15,0.03,86
13-05-2017,36.41,94.82,11.38,25.46,0.14,0.04,84
14-05-2017,40.68,101.34,10.51,23.54,0.15,0.05,107
15-05-2017,35.14,80.34,9.21,21.58,0.11,0.05,85
16-05-2017,37.13,108.52,12.57,18.27,0.11,0.03,98
17-05-2017,37.23,102.58,11.94,18.51,0.11,0.03,102
18-05-2017,48.21,159.97,14.58,33.13,0.13,0.08,118
19-05-2017,45.73,153.81,12.42,21.18,0.11,0.06,148
20-05-2017,41.91,143.04,12.84,22.07,0.11,0.09,126
21-05-2017,35.78,119.47,15.64,44.56,0.16,0.27,131
22-05-2017,38.13,117.36,15.38,25.27,0.13,0.08,115
23-05-2017,49.56,173.1,18.88,43.01,0.15,0.21,130
24-05-2017,57.16,177.19,17.53,39.41,0.17,0.23,156
25-05-2017,39.09,115.26,10.87,25.52,0.09,0.05,127
26-05-2017,43.73,135.42,11.47,23.05,0.1,0.03,119
27-05-2017,26.99,79.38,7.75,18.74,0.07,0.01,103
28-05-2017,26.35,79.05,8.8,27.27,0.09,0.04,93
29-05-2017,19.02,78.46,10.09,28.57,0.06,0.06,76
30-05-2017,17.31,78.58,14.55,15.98,0.06,0.02,82
31-05-2017,11.35,45.33,7.79,11.42,0.05,0,80
01-06-2017,10.04,35.01,9.14,9.9,0.06,0,79
02-06-2017,13.75,45.45,7.61,9.17,0.07,0.01,109
03-06-2017,13.78,42.98,6.83,14.37,0.07,0.01,103
04-06-2017,14.36,40.42,8.73,20.08,0.08,0.01,84
05-06-2017,16.11,54.35,6.73,21.42,0.07,0.02,106
06-06-2017,17.77,57.12,6.76,17.36,0.09,0.02,97
07-06-2017,12.3,31.28,4.45,11.75,0.07,0.01,74
08-06-2017,11.78,27.93,8.56,17.27,0.08,0.01,67
09-06-2017,17.05,39.07,7.59,20.71,0.08,0.31,69
10-06-2017,7.84,21.21,8.61,25.87,0.1,0.39,68
11-06-2017,7.85,18.39,7.49,14.78,0.09,0,61
12-06-2017,5.56,11.67,5.4,11.35,0.07,0,50
13-06-2017,6.92,16.59,11.45,8.59,0.13,0.07,63
14-06-2017,19.65,42.88,8.82,8.01,0.25,0.07,84
15-06-2017,13.54,30.33,8.71,6.99,0.21,0.08,75
16-06-2017,9.71,21.19,7.72,8.52,0.19,0.03,72
17-06-2017,13.07,35.43,8.45,5.11,0.23,0.05,94
18-06-2017,12.88,33.71,6.91,4.9,0.17,0.06,86
19-06-2017,7.61,18.66,5.97,9.89,0.17,0.02,82
20-06-2017,7.38,23.73,6.26,5.71,0.14,0,83
21-06-2017,8.66,29.59,6.86,4.72,0.14,0,70
22-06-2017,11.4,39.16,9.3,4.94,0.16,0.12,59
23-06-2017,11.48,37.59,8.41,5.32,0.18,0.08,67
24-06-2017,10.85,39.43,6.69,4.9,0.16,0,63
25-06-2017,11.81,37.65,6.56,4.48,0.15,0.07,60
26-06-2017,11.79,38.79,5.9,4.3,0.14,0,63
27-06-2017,11.82,36.34,5.34,3.92,0.09,0,53
28-06-2017,8.84,29.13,5.9,3.78,0.09,0,60
29-06-2017,10.38,39.46,6.26,3.53,0.18,0.02,62
30-06-2017,13.08,53.54,5.9,3.45,0.14,0.14,61
01-07-2017,10.98,42.56,6.83,3.54,0.14,0.06,63
02-07-2017,9.75,37.86,6.08,3.36,0.13,0.03,66
03-07-2017,11.8,46.69,9.32,3.46,0.17,0.1,66
04-07-2017,15.53,48.65,6.56,3.57,0.15,0.07,57
05-07-2017,10.4,37,6.43,3.23,0.16,0.1,58
06-07-2017,14.66,45.03,6.91,3.63,0.18,0.24,57
07-07-2017,14.77,43.48,7.86,4.21,0.17,0.25,63
08-07-2017,18.19,55.27,7.12,5,0.15,0.18,66
09-07-2017,18.1,47.47,6.92,4.05,0.16,0.12,61
10-07-2017,15,39.94,7.62,8.73,0.19,0.38,60
11-07-2017,19.31,59.13,7.71,4.66,0.16,0.44,60
12-07-2017,14.29,47.25,7.23,5.08,0.15,0.27,66
13-07-2017,14.49,42.92,6.55,4.91,0.17,0.17,58
14-07-2017,13.9,35.06,6.99,4.76,0.14,0.09,53
15-07-2017,16.53,63.46,6.15,6.42,0.14,0.01,74
16-07-2017,10.24,34.05,4.41,25.84,0.17,0.01,86
17-07-2017,10.78,27.38,5.95,18.71,0.16,0.24,93
18-07-2017,8.48,18.17,4.97,5.02,0.15,0.04,47
19-07-2017,5.72,14.48,5.52,4.38,0.15,0.05,46
20-07-2017,6.54,16.81,4.58,4.54,0.14,0.03,48
21-07-2017,10.83,34.66,4.57,4.26,0.15,0.03,50
22-07-2017,13.37,53.26,4.21,4.02,0.15,0.01,55
23-07-2017,15.97,66.76,5.1,3.86,0.15,0.01,71
24-07-2017,15.62,52.3,5.46,6.52,0.15,0.04,65
25-07-2017,14.04,56.61,5.85,10.26,0.17,0.02,55
26-07-2017,16.55,61.4,5.39,8.11,0.18,0.05,62
27-07-2017,14.43,49,5.99,4.87,0.16,0.04,60
28-07-2017,12.62,41.75,7.7,5.12,0.17,0.1,56
29-07-2017,15.28,47.66,8.08,4.83,0.17,0.26,55
30-07-2017,17.5,60.16,9.26,5.66,0.2,0.42,63
31-07-2017,17.42,57.47,10.08,5.48,0.21,0.97,69
01-08-2017,16.85,49.6,8.77,5.26,0.21,0.34,60
02-08-2017,16.78,54.83,5.93,5.69,0.2,0.28,61
03-08-2017,11.79,34.3,4.8,8.63,0.17,0.09,51
04-08-2017,13.35,44.95,8.43,7.5,0.17,0.38,49
05-08-2017,20.34,64.87,8.91,7.81,0.18,0.4,67
06-08-2017,23.03,80.57,9.57,8.34,0.17,0.38,75
07-08-2017,26.22,81.09,9.62,8.4,0.23,1.45,90
08-08-2017,24.87,68.32,8.13,11.54,0.22,2.01,83
09-08-2017,20.47,43.45,6.94,8.63,0.27,1.43,80
10-08-2017,14.91,32.93,5.8,7.58,0.19,0.4,71
11-08-2017,17.76,44.97,9.04,6.9,0.24,0.63,65
12-08-2017,15.1,36.13,8.64,6.12,0.25,0.28,67
13-08-2017,17.08,37.86,9.5,6.28,0.22,0.54,55
14-08-2017,20.36,40.24,7.96,6.99,0.23,0.79,60
15-08-2017,16.4,44.14,8.5,4.82,0.22,0.64,58
16-08-2017,20.12,56.17,6.88,4.92,0.18,0.41,63
17-08-2017,21.77,76.01,7.23,6,0.17,0.37,70
18-08-2017,26.6,80.23,7.37,5.61,0.17,0.37,85
19-08-2017,17.35,36.53,5.8,5.09,0.12,0.05,65
20-08-2017,7.42,10.54,5.15,4.45,0.15,0,59
21-08-2017,10.89,26.2,5.21,4.27,0.16,0.09,62
22-08-2017,12.56,37.28,8.15,4.52,0.19,0.31,60
