Date,PM2.5,PM10,NOx,NH3,CO,Benzene,AQI
15-05-2019,37.55,122.41,58.72,20.45287405,15.08,16.44,281
16-05-2019,33.97,116.32,55.61,20.45287405,14.67,15.55,330
17-05-2019,35.48,130.07,58.41,20.45287405,18.02,15.88,356
18-05-2019,34.11,138.31,51.83,20.45287405,13.27,15.93,359
19-05-2019,33.69,111.73,69.77,20.45287405,34.56,15.53,547
20-05-2019,42.31,118.65,59.84,20.45287405,17.47,15.98,813
21-05-2019,24.6,103.88,52.21,20.45287405,11.03,15.31,321
22-05-2019,27.93,103.3,50.49,20.45287405,11.44,15.6,270
23-05-2019,41.39,135.65,59.76,20.45287405,14.29,16.33,323
24-05-2019,46.79,148,61.82,20.45287405,14.31,15.21,344
25-05-2019,51.63,156.97,63.98,20.45287405,17.96,15.72,404
26-05-2019,63.15,177.87,80.78,20.45287405,28.03,17.05,558
27-05-2019,57.47,163.36,79.36,20.45287405,21.39,16.47,435
28-05-2019,50.27,156.63,74.24,20.45287405,21.02,16.92,440
29-05-2019,42.02,140.66,53.58,20.45287405,16.43,16.99,374
30-05-2019,48.74,153.69,67.08,20.45287405,19.89,17.04,515
31-05-2019,46.51,136.34,60.74,20.45287405,16.75,15.68,360
01-06-2019,48.1,142.06,61.67,20.45287405,23.83,15.5,467
02-06-2019,41.38,119.91,59.18,20.45287405,21.8,15.9,402
03-06-2019,46.46,134.2,61.71,20.45287405,22.33,14.5,419
04-06-2019,39.68,117.51,61.44,20.45287405,20.89,12.58,408
05-06-2019,38.27,113.84,51.63,20.45287405,18.87,115.14,402
06-06-2019,35.06,127.56,48.03,20.45287405,12.63,26.24,303
07-06-2019,30.07,124.01,78.85,20.45287405,15.49,3.698213539,354
08-06-2019,48.74,135.9,94,20.45287405,16.38,7.29,358
09-06-2019,35.3,120.77,88.87,20.45287405,15.2,29.46,324
10-06-2019,34.31,115.46,80.56,20.45287405,16.31,26.9,360
11-06-2019,33.97,107.59,83.52,20.45287405,15.38,7.91,348
12-06-2019,41.08,156.33,83.14,20.45287405,12.8,6.3,333
13-06-2019,25.56,77.07,74.61,20.45287405,13.75,6.3,321
14-06-2019,26.75,103.12,71.38,20.45287405,14.4,6.3,338
15-06-2019,32.71,96.84,78.46,20.45287405,18.89,6.3,369
16-06-2019,32.79,107.15,79.28,20.45287405,25.17,6.3,397
17-06-2019,28.02,104.64,86.11,20.45287405,25.92,6.3,414
18-06-2019,26.92,72.7,89.1,20.45287405,22.25,6.3,363
19-06-2019,69.38,171.87,92.99,20.45287405,19.2,6.3,371
20-06-2019,42.08,125.62,113.35,20.45287405,30.2,6.3,565
21-06-2019,35.67,103.64,93.61,20.45287405,18.86,6.3,348
22-06-2019,63.09,152.67,110.17,20.45287405,12.65,6.3,184
23-06-2019,46.13,102.66,87.86,20.45287405,14.35,6.3,328
24-06-2019,57.49,115.42,162.63,20.45287405,21.05,6.3,440
25-06-2019,49.23,97.91,107.05,20.45287405,19.38,6.3,411
26-06-2019,70.03,136.54,136.58,20.45287405,24.95,6.3,469
27-06-2019,60.03,109.4,117.3,20.45287405,25.55,6.3,436
28-06-2019,49.43,102.77,114.39,20.45287405,29.88,6.3,517
29-06-2019,59.63,112.5,141.36,20.45287405,41.59,6.3,640
30-06-2019,53.13,117.3,84.37,20.45287405,29.06,6.23,465
01-07-2019,43.22,104.74,117.79,20.45287405,28.45,6.23,486
02-07-2019,44.75,114.84,88.78,20.45287405,24.72,6.3,446
03-07-2019,44.27,96.61,95.73,20.45287405,24.13,6.3,426
04-07-2019,47.77,102.68,114.85,20.45287405,39.11,6.3,534
05-07-2019,47.88,116.88,94.1,20.45287405,37.12,6.3,610
06-07-2019,47.71,100.89,122.97,20.45287405,34.67,6.3,491
07-07-2019,34.72,80.67,102.6,20.45287405,26.15,6.3,451
08-07-2019,37.99,113.3,96.06,20.45287405,35.85,6.3,509
09-07-2019,41.69,120.12,108.22,20.45287405,36.14,6.3,491
10-07-2019,45.31,128.97,122.89,20.45287405,40.51,6.3,524
11-07-2019,43.48,116.84,93.15,20.45287405,37.34,6.3,575
12-07-2019,41.97,109.2,87.53,20.45287405,30.92,6.3,490
13-07-2019,38.49,101.6,98.39,20.45287405,36.22,6.3,503
14-07-2019,41.7,109.85,78.41,20.45287405,24.82,6.3,469
15-07-2019,42.43,116.7,92.42,20.45287405,32.1,6.3,455
16-07-2019,38.99,114.94,87.09,20.45287405,31.97,6.3,488
17-07-2019,34.92,114.11,88.63,20.45287405,30.5,6.3,513
18-07-2019,32.7,105.78,80.25,20.45287405,26,6.3,466
19-07-2019,44.65,120.74,94.8,20.45287405,25.34,6.3,429
20-07-2019,51.63,130.55,107.47,20.45287405,27.48,6.3,459
21-07-2019,48.67,104.86,94.37,20.45287405,17.33,6.3,385
22-07-2019,37.73,82.63,71.17,20.45287405,13.1,6.3,309
23-07-2019,73.98,202.3,107.32,20.45287405,17.81,6.3,587
24-07-2019,52.55,172.36,79.15,20.45287405,27.02,6.3,482
25-07-2019,48.26,165.97,116.89,20.45287405,35.25,6.3,502
26-07-2019,46.8,98.91,54.89,20.45287405,34.26,6.3,469
27-07-2019,39.43,98.23,50.78,20.45287405,26.55,6.23,413
28-07-2019,47.55,100.1,49.24,20.45287405,32.36,6.17,478
29-07-2019,43.84,148.04,58.58,20.45287405,33.11,6.3,515
01-08-2019,47.31,110.65,66.37,20.45287405,59.19,2.88,957
02-08-2019,56.72,139.31,68.12,20.45287405,45.45,2.88,685
03-08-2019,45.43,118.95,55.58,20.45287405,36.56,2.51,492
04-08-2019,37.7,106.26,47.63,20.45287405,25.9,2.14,464
05-08-2019,43.43,153.39,49.72,20.45287405,29.34,2.14,477
06-08-2019,50.53,181.39,70.29,20.45287405,38.94,2.14,564
07-08-2019,60.09,199.34,60.02,20.45287405,40.91,2.14,545
08-08-2019,57.61,195.84,62.52,20.45287405,35.46,2.12,530
09-08-2019,44.1,99.59,65.64,20.45287405,26.54,2.14,448
10-08-2019,22.26,50.03,52.51,20.45287405,28.38,2.14,440
11-08-2019,37.97,95.65,56.91,20.45287405,33.04,2.14,452
12-08-2019,46.3,160.82,65.63,20.45287405,40.24,2.1,573
13-08-2019,41.77,175.24,57,20.45287405,28.77,2.14,467
14-08-2019,47.52,184.48,55,20.45287405,33.11,2.14,492
15-08-2019,50.55,117.04,61.24,20.45287405,31.12,2.14,471
16-08-2019,27.6,75.1,60.52,20.45287405,33.81,2.14,505
17-08-2019,41.4,143.82,53.51,20.45287405,30.09,2.14,473
18-08-2019,44.46,134.58,77.37,20.45287405,36.78,2.14,539
19-08-2019,39.88,184.17,67.29,20.45287405,34.38,2.1,627
20-08-2019,46.58,138.91,56.13,20.45287405,26.7,2.14,466
21-08-2019,36.44,151.31,54.16,20.45287405,24.36,2.03,465
22-08-2019,45.37,176.7,59.39,20.45287405,24.41,2.14,462
23-08-2019,47.67,182.75,53.89,20.45287405,25.81,2.14,523
24-08-2019,41.31,142.75,48.86,20.45287405,18.93,3.698213539,385
25-08-2019,30.82,119.98,52.11,20.45287405,21.13,3.698213539,360
26-08-2019,45.77,164.31,68.79,20.45287405,36.07,2.14,532
27-08-2019,58.51,142.29,70.31,20.45287405,46.11,2.14,651
28-08-2019,36.1,88.66,53.9,20.45287405,27.22,2.14,434
29-08-2019,38.5,93.7,66.19,20.45287405,37.89,2.14,517
30-08-2019,40.53,118.21,61.43,20.45287405,36,2.14,563
31-08-2019,37.05,111.11,58.68,20.45287405,30.71,2.14,464
01-09-2019,31.28,87.45,50.72,20.45287405,24.16,2.14,420
02-09-2019,25.64,69.07,54.36,20.45287405,25.23,2.14,419
03-09-2019,40.18,82.81,57.71,20.45287405,29.4,2.14,447
04-09-2019,39.16,86.22,49.34,20.45287405,16.72,2.14,401
05-09-2019,45.55,69.01,64.08,20.45287405,20.81,2.14,446
06-09-2019,55.43,80.39,67.29,20.45287405,22.28,2.14,432
07-09-2019,35.05,77.28,54.98,20.45287405,25.02,2.14,454
08-09-2019,33.15,59.41,45.05,20.45287405,18.87,2.14,408
09-09-2019,38.7,69.84,54.01,20.45287405,21.33,2.14,381
10-09-2019,45.2,69.26,63.4,20.45287405,23.33,2.14,468
15-09-2019,66.21,171.53,56.46,20.45287405,37.54,2.14,793
16-09-2019,38,107.96,52.89,20.45287405,23.87,2.14,495
17-09-2019,44.41,102.31,156.68,20.45287405,36.34,2.14,528
18-09-2019,50.66,126.48,76.75,20.45287405,25.45,2.14,570
19-09-2019,73.61,133.78,99.5,20.45287405,31.7,2.93,708
20-09-2019,27.17,55.41,42.53,20.45287405,11.26,0.66,314
21-09-2019,39.27,73.22,84.28,20.45287405,17.41,3.698213539,386
22-09-2019,45.4,85.77,77.78,20.45287405,13.26,3.698213539,356
23-09-2019,59.74,108.29,76.98,20.45287405,19.33,0.96,398
24-09-2019,58.49,89.47,82.26,20.45287405,18.72,1.31,476
25-09-2019,61.46,103.64,81.56,20.45287405,23.56,1.15,572
26-09-2019,39.34,59.29,68.75,20.45287405,18.91,1.15,427
27-09-2019,28.2,40.35,60.32,20.45287405,18.36,1.15,466
28-09-2019,30.18,48.65,76.5,20.45287405,24.72,1.15,438
29-09-2019,20.71,44.65,55.63,20.45287405,14.94,1.15,432
30-09-2019,21.94,34.95,44.98,20.45287405,11.62,1.15,322
01-10-2019,33.66,56.01,58.64,20.45287405,11.85,1.15,266
02-10-2019,51.11,106.2,82.17,20.45287405,21.47,1.15,430
03-10-2019,57.08,126.9,69.73,20.45287405,18.9,14.63,528
04-10-2019,49.88,127.47,77.98,20.45287405,25.05,40.9,512
05-10-2019,57.65,138.99,138.85,20.45287405,49.58,1.15,614
06-10-2019,68.62,117.69,102.54,20.45287405,55.22,1.15,954
07-10-2019,99.81,155.39,119.48,20.45287405,36.34,1.15,1217
08-10-2019,73.52,153.75,132.92,20.45287405,45.99,1.15,659
09-10-2019,108.07,195.19,176.45,20.45287405,82.73,1.15,1389
10-10-2019,117.13,188.14,144.33,20.45287405,59.24,1.15,1195
11-10-2019,70.26,153.84,143.1,20.45287405,34.88,1.15,615
12-10-2019,109.48,212.8,197.94,20.45287405,68.52,1.15,904
13-10-2019,194.36,335.86,223.66,20.45287405,119.3,1.15,1595
15-10-2019,96.74,208.83,160.83,20.45287405,57.78,1.15,919
16-10-2019,90.7,188.75,162.35,20.45287405,51.18,1.15,1190
17-10-2019,100.06,175.79,160.51,20.45287405,39.85,1.15,956
18-10-2019,109.01,174.56,148.54,20.45287405,40.53,1.15,1124
19-10-2019,87.87,154.68,98.87,20.45287405,6.94,1.15,318
20-10-2019,89.05,129.36,83.99,20.45287405,5.69,1.15,228
21-10-2019,81.62,118.57,60.92,20.45287405,1.7,1.15,225
22-10-2019,84.9,128.62,57.21,20.45287405,3.67,1.15,258
23-10-2019,46.84,83.85,62.81,20.45287405,6.05,1.15,249
24-10-2019,53.59,106.77,79.64,20.45287405,4.79,1.15,270
25-10-2019,82.74,148.8,99.36,20.45287405,7.26,1.15,334
26-10-2019,62.7,108.91,43.97,20.45287405,1.41,1.15,273
27-10-2019,57.54,81.3,43.54,20.45287405,7.32,1.15,199
28-10-2019,75.12,158.06,42.55,20.45287405,7.95,1.15,212
29-10-2019,37.74,93.24,38.81,20.45287405,7.42,1.15,200
30-10-2019,20.1,52.97,55.36,20.45287405,16.72,1.15,305
31-10-2019,54.57,135.53,81.95,20.45287405,22.31,1.15,502
01-11-2019,63.17,145.88,66.15,20.45287405,9.85,1.15,362
02-11-2019,42.27,111.98,55.23,20.45287405,10.87,1.15,275
03-11-2019,33.68,69.15,83.3,20.45287405,23.59,1.44,351
04-11-2019,69.31,112.61,118.22,20.45287405,28.8,2.14,636
05-11-2019,84.29,131.73,118.58,20.45287405,17.04,2.14,346
06-11-2019,112.08,171.65,126.26,20.45287405,28.47,2.14,561
07-11-2019,56.86,79.47,94.22,20.45287405,15.77,2.14,358
08-11-2019,64.96,92.32,93.79,20.45287405,14.87,2.14,316
09-11-2019,48.99,107.67,95.88,20.45287405,14.05,2.14,358
10-11-2019,68.07,133.46,86.5,20.45287405,9.16,2.14,282
11-11-2019,84.08,170.94,122.08,20.45287405,17.69,2.14,289
12-11-2019,100.47,217.53,197.09,20.45287405,47.92,2.14,733
13-11-2019,88,145.34,131.69,20.45287405,18.8,2.14,638
14-11-2019,49.19,116.2,121.82,20.45287405,20.01,2.14,415
15-11-2019,43.56,94.58,70.98,20.45287405,10.3,2.14,411
16-11-2019,70.05,133.55,103.85,20.45287405,28.74,2.14,433
17-11-2019,58.66,78.4,100.34,20.45287405,29.52,2.14,632
18-11-2019,62.15,94.91,120.16,20.45287405,42.34,2.14,883
19-11-2019,52.04,85.17,99.94,20.45287405,39.43,2.14,884
20-11-2019,46.54,93.8,87.15,20.45287405,34.48,2.14,552
21-11-2019,55.43,91.22,73.76,20.45287405,17.98,2.14,662
22-11-2019,55.5,95.86,68.01,20.45287405,17.1,2.14,356
23-11-2019,58.97,104.2,74.19,20.45287405,19.45,2.14,477
24-11-2019,60.38,98.67,68.13,20.45287405,17.72,2.14,443
25-11-2019,73.87,106.75,76.89,20.45287405,20.3,2.14,378
26-11-2019,64.06,101.44,64.46,20.45287405,16.8,1.83,441
27-11-2019,53.91,108.89,60.11,20.45287405,11.11,4.92,411
28-11-2019,38.15,89.99,77.43,20.45287405,7.78,1.46,236
29-11-2019,48.47,87.26,56.87,20.45287405,5.55,3.84,212
30-11-2019,46.95,86.39,51.48,20.45287405,8.07,3.5,199
01-12-2019,43.06,79.08,45.84,20.45287405,5.26,2.75,248
02-12-2019,46.74,76.39,34.1,20.45287405,4.02,2.75,192
03-12-2019,41.61,83.5,30.83,20.45287405,3.87,2.75,134
04-12-2019,77.66,99.48,35.21,20.45287405,4.32,2.75,140
05-12-2019,65.48,121.86,48.13,20.45287405,7.8,2.75,197
06-12-2019,64.87,122.33,50.36,20.45287405,14.15,3.698213539,344
07-12-2019,93.24,157.33,51.27,20.45287405,9.08,3.698213539,276
08-12-2019,92.26,135.81,51.02,20.45287405,12.09,3.698213539,293
09-12-2019,78.95,123.59,38.77,20.45287405,12.83,3.698213539,329
10-12-2019,86.88,143.98,36.8,20.45287405,26.73,3.698213539,458
11-12-2019,72.3,118.19,29.66,20.45287405,26.27,3.698213539,538
12-12-2019,62.39,116.84,16.14,20.45287405,14.39,3.698213539,520
13-12-2019,52.59,92.57,10.69,20.45287405,6.92,3.698213539,242
14-12-2019,63.33,99.3,10.69,20.45287405,4.66,3.698213539,157
15-12-2019,48.58,93.92,7.76,20.45287405,2.56,3.698213539,177
16-12-2019,45.47,89.73,13.94,20.45287405,5.2,3.698213539,145
17-12-2019,54.42,102.4,16.65,20.45287405,5.67,3.698213539,237
18-12-2019,72.45,116.1,19.22,20.45287405,8.84,3.698213539,231
19-12-2019,89.97,155.63,33.61,20.45287405,28.91,3.698213539,391
20-12-2019,104.25,163.95,32.46,20.45287405,29.17,3.698213539,712
21-12-2019,64.25,121.71,24.92,20.45287405,10.97,3.698213539,206
22-12-2019,60.17,104.08,11.75,20.45287405,3.75,3.698213539,170
23-12-2019,57.99,97.02,10.16,20.45287405,2.2,3.698213539,113
24-12-2019,49.63,95.51,11.16,20.45287405,1.89,3.698213539,113
25-12-2019,53,98.1,12.85,20.45287405,4.07,3.698213539,166
26-12-2019,52.77,95.25,20.2,20.45287405,6.64,3.698213539,216
27-12-2019,39.89,83.69,37.37,20.45287405,17.34,3.698213539,381
28-12-2019,43.95,85.68,30.71,20.45287405,11.4,3.698213539,288
29-12-2019,53.52,89.41,44.52,20.45287405,30.94,3.698213539,398
30-12-2019,69.1,115.57,45.8,20.45287405,34.49,66.38,703
31-12-2019,74.18,126.67,15.85,20.45287405,6.36,3.62,385
01-01-2020,79.57,131.62,8.99,20.45287405,3.78,4.21,216
02-01-2020,72.59,128.86,9.73,20.45287405,3.63,3.71,162
03-01-2020,69.54,128.99,12.65,20.45287405,7.06,4.78,220
04-01-2020,66.2,138.47,16.84,20.45287405,8.97,4.12,254
05-01-2020,55.99,110.41,11.53,20.45287405,5.41,3.3,255
06-01-2020,46.96,109.44,13.58,20.45287405,7.17,2.75,175
07-01-2020,70.06,161.09,16.56,20.45287405,7.37,2.75,285
08-01-2020,61.4,118.44,9.74,20.45287405,2.38,2.75,157
09-01-2020,38.89,93.4,8.7,20.45287405,2.41,2.75,129
10-01-2020,56.14,108.83,7.55,20.45287405,2.5,2.75,129
11-01-2020,59.96,109.98,8.79,20.45287405,2.38,2.75,114
12-01-2020,83.9,152.94,16.65,20.45287405,8.81,4.42,212
13-01-2020,89.34,143.84,15.32,20.45287405,8.08,4.45,368
14-01-2020,39.83,44.53,10.29,20.45287405,3.26,2.72,189
15-01-2020,53.27,90.4,10.43,20.45287405,3.59,2.72,142
16-01-2020,40.07,79.32,9.34,20.45287405,3.75,2.75,152
17-01-2020,80.24,219.84,22.26,20.45287405,20.06,2.36,334
18-01-2020,59.51,106.43,30.87,20.45287405,24.98,1.82,547
19-01-2020,36.05,79.23,20.59,20.45287405,13.05,1.82,375
20-01-2020,36.21,82.86,22.94,20.45287405,20.86,1.47,384
21-01-2020,51.15,123.03,36.81,20.45287405,33,1.15,529
22-01-2020,51.32,121.82,26.48,20.45287405,20.18,1.15,449
23-01-2020,38.71,88.47,15.61,20.45287405,10.39,1.15,483
28-01-2020,18.03,66.54,17.23,20.45287405,11.31,1.15,289
29-01-2020,28.77,73.99,25.69,20.45287405,20.76,1.05,204
30-01-2020,41.74,92.88,38.15,20.45287405,36.07,1.02,528
31-01-2020,57.28,109.84,51.39,20.45287405,36.16,1.39,660
01-02-2020,88.79,125.19,37.8,20.45287405,15.2,1.82,483
02-02-2020,52.31,97.67,25.67,20.45287405,9.38,1.82,336
03-02-2020,68.19,106.14,29.93,20.45287405,10.08,1.53,272
04-02-2020,80.59,127.97,51.22,20.45287405,29.48,1.15,571
05-02-2020,77.56,137.39,51.88,20.45287405,30.93,1.15,568
06-02-2020,56.5,121.52,31.62,20.45287405,6.1,1.15,387
07-02-2020,66.87,127.71,43.78,20.45287405,23.75,1.15,322
08-02-2020,95.25,160.18,37.58,20.45287405,14.56,1.15,652
09-02-2020,69.85,124.4,24.54,20.45287405,6.25,1.15,215
10-02-2020,64.94,116.45,29.5,20.45287405,8.62,1.15,223
11-02-2020,79.58,145.12,36.51,20.45287405,12.48,1.15,340
12-02-2020,83.67,164.2,48.05,20.45287405,27.61,1.15,475
13-02-2020,88.83,182.12,63.19,20.45287405,57.7,1.15,974
14-02-2020,50.55,116.51,42.05,20.45287405,18.72,1.15,412
15-02-2020,73.04,136.02,51.25,20.45287405,24.78,1.08,480
16-02-2020,59.47,124.36,41.44,20.45287405,14.28,1.16,388
17-02-2020,62.48,147.78,52.43,20.45287405,43.22,0.99,543
18-02-2020,85.33,163.52,67.01,20.45287405,59.34,1.42,1226
19-02-2020,114.79,217.94,70.43,20.45287405,42.62,1.76,1291
20-02-2020,65.74,164.24,51.18,20.45287405,22.33,0.99,493
21-02-2020,60.61,133.31,33.57,20.45287405,10.49,0.99,407
22-02-2020,36.35,97.03,29.36,20.45287405,4.78,0.99,168
23-02-2020,54.06,104.74,28.19,20.45287405,4.22,0.99,219
24-02-2020,68.68,141.39,44.41,20.45287405,10.92,0.99,282
25-02-2020,73.18,193.22,69.62,20.45287405,31.41,1.79,528
26-02-2020,137.81,242.98,113.23,20.45287405,70.45,0.99,983
27-02-2020,94.27,177.11,114.42,20.45287405,92.96,2.63,1262
28-02-2020,79.68,169.52,87.59,20.45287405,57.77,2.85,962
29-02-2020,53.86,136.6,49.93,20.45287405,17.8,2.85,421
01-03-2020,53.06,123.32,45.76,20.45287405,22.34,2.85,475
02-03-2020,56.2,149.92,47.92,20.45287405,23.13,3.02,508
03-03-2020,77.58,155.65,45.29,20.45287405,21.26,2.85,460
04-03-2020,49.16,125.88,20.69,20.45287405,7.4,2.85,246
05-03-2020,43.75,115.5,18.08,20.45287405,8.43,2.85,261
06-03-2020,54.05,128.08,22,20.45287405,10.7,2.85,308
07-03-2020,51.32,140.9,29.25,20.45287405,12.19,3.45,359
08-03-2020,35.04,85.35,27.93,20.45287405,7.87,2.85,325
09-03-2020,37.02,90.26,20.2,20.45287405,5.55,2.85,170
10-03-2020,37.67,94.36,10.25,20.45287405,2.28,2.85,116
11-03-2020,31.12,80.79,13.13,20.45287405,3.56,2.85,152
12-03-2020,41.19,114.05,19.72,20.45287405,6.04,2.85,218
13-03-2020,41.72,97.7,17.38,20.45287405,6.95,2.85,302
14-03-2020,39.57,111.46,20.2,20.45287405,4,2.85,170
15-03-2020,39.42,115.8,19.1,20.45287405,5.11,2.85,215
16-03-2020,36.03,90.32,19.65,20.45287405,3.89,2.85,222
17-03-2020,53.07,112.92,30.33,20.45287405,16.02,2.85,310
18-03-2020,58.54,124.58,33.18,20.45287405,15.45,2.85,487
19-03-2020,101.09,162.86,31.13,20.45287405,15.07,2.85,988
21-03-2020,74.43,132.17,22.73,20.45287405,9.82,3.698213539,296
22-03-2020,48.16,122.17,12.99,20.45287405,5.47,3.698213539,180
23-03-2020,44.61,112.32,17.08,20.45287405,4.98,6.81,247
24-03-2020,31.89,98.52,14.5,20.45287405,2.96,4.01,135
25-03-2020,33.25,91.38,19.44,20.45287405,4.28,4.9,195
26-03-2020,43.67,91.12,17.61,20.45287405,7.11,4.71,216
27-03-2020,22.93,37.12,12.87,20.45287405,5.23,1.58,193
28-03-2020,37.73,72.43,20.77,20.45287405,4.67,6.37,160
29-03-2020,20.67,75.48,15.46,20.45287405,3.08,4.79,125
30-03-2020,28.55,89.1,21.89,20.45287405,4.11,8.51,140
31-03-2020,29.97,98.96,13.64,20.45287405,3.85,7,145
01-04-2020,24.79,86.06,13.7,20.45287405,4.5,3.58,153
02-04-2020,25.52,88.12,15.15,20.45287405,4.46,4.59,164
03-04-2020,33.48,87.96,23.58,20.45287405,4.51,9.31,173
04-04-2020,39.44,84.83,22.28,20.45287405,3.82,9.71,182
05-04-2020,43.77,87.96,22.49,20.45287405,3.35,10.92,152
06-04-2020,46.64,95.3,17.24,20.45287405,3.75,7.65,145
07-04-2020,45.8,104.5,11.04,20.45287405,3.87,5.44,159
08-04-2020,36.3,90.07,11.51,20.45287405,5.19,4.66,183
09-04-2020,32.12,89.74,14.33,20.45287405,5.07,5.64,168
10-04-2020,30.73,78.56,17.23,20.45287405,0.59,6.91,113
11-04-2020,30.18,74.99,19.26,20.45287405,0.45,8.52,89
12-04-2020,26.7,72.83,15.18,20.45287405,0.36,5.63,101
13-04-2020,18.77,61.54,13.01,20.45287405,0.39,3.41,95
14-04-2020,31.16,72.09,14.73,20.45287405,0.37,4.75,89
15-04-2020,23.69,64.81,10.04,20.45287405,0.43,2.14,88
16-04-2020,38.65,81.47,14.75,20.45287405,0.36,5.84,95
17-04-2020,30.8,76.25,12.68,20.45287405,0.36,3.22,92
18-04-2020,30.69,107.31,11.7,20.45287405,0.41,3.89,96
19-04-2020,21.27,65.12,9.31,20.45287405,0.36,1.67,99
20-04-2020,29.84,77.98,10.58,20.45287405,0.34,2.27,86
21-04-2020,27.81,73.99,10.46,20.45287405,0.39,2.33,87
22-04-2020,32.11,94.34,11.49,20.45287405,0.45,5.48,101
23-04-2020,31.67,81.09,10.82,20.45287405,0.35,3.97,106
24-04-2020,27.19,82.36,9.85,20.45287405,0.28,1.78,110
25-04-2020,28.25,70.48,10.25,20.45287405,0.38,1.17,98
26-04-2020,25.91,73.35,10.29,20.45287405,0.4,1.8,101
27-04-2020,31.76,81.16,12.7,20.45287405,0.46,3.52,117
28-04-2020,32.55,87.41,14.12,20.45287405,0.46,4.92,130
29-04-2020,27.15,76.73,14.4,20.45287405,0.67,3.39,122
30-04-2020,26.93,74.38,10.37,20.45287405,0.46,1.92,128
01-05-2020,28.71,89.91,8.6,20.45287405,0.54,1.59,128
02-05-2020,22.56,63.23,10.09,20.45287405,0.56,1.55,131
03-05-2020,23.82,62.1,11.49,20.45287405,0.64,2.83,121
04-05-2020,23.73,69.88,11.36,20.45287405,0.73,2.38,130
05-05-2020,33.47,134.83,13.84,20.45287405,0.54,3.57,143
06-05-2020,26.52,79.38,11.7,20.45287405,0.67,3.7,146
07-05-2020,30.45,75.08,13.23,20.45287405,0.4,7.47,135
08-05-2020,26.79,66.34,10.06,20.45287405,0.51,3.26,127
09-05-2020,23.79,74.56,11.91,20.45287405,0.55,4.37,122
10-05-2020,26.17,62.14,8.61,20.45287405,0.77,2.65,125
11-05-2020,21.31,66.1,8.68,20.45287405,0.54,1.9,125
12-05-2020,21.94,69.06,10.47,20.45287405,0.58,3.3,135
13-05-2020,23.19,67.28,11.59,20.45287405,0.48,2.85,117
14-05-2020,21.9,64.39,11.33,20.45287405,0.49,2.28,127
15-05-2020,19.15,78.8,12.47,20.45287405,0.51,4.14,125
16-05-2020,35.75,107.68,11,20.45287405,0.39,3.02,136
17-05-2020,27.28,63.5,10.84,20.45287405,0.68,2.91,137
18-05-2020,20.85,61.13,12.35,20.45287405,0.62,2.95,133
19-05-2020,23.98,56.9,16.04,20.45287405,0.61,4.36,133
20-05-2020,25.6,82.26,13.05,20.45287405,0.69,5.5,132
21-05-2020,33.35,84.99,14.15,20.45287405,0.56,6.41,130
22-05-2020,31.38,90.28,20.77,20.45287405,0.65,7.75,142
23-05-2020,29.26,82.26,12.73,20.45287405,0.67,5.36,135
24-05-2020,25.47,67.79,10.7,20.45287405,0.81,2.62,140
25-05-2020,24.84,70.95,10.65,20.45287405,0.57,2.24,126
26-05-2020,29.78,99.14,11.55,20.45287405,0.59,1.68,126
27-05-2020,31.25,89.65,13.17,20.45287405,0.83,4.01,123
28-05-2020,30.7,86.02,11.85,20.45287405,0.56,8.88,117
29-05-2020,23.91,81,11.52,20.45287405,0.57,5.47,126
30-05-2020,25.71,66.36,10.53,20.45287405,0.41,4.67,112
31-05-2020,22.83,67.92,10.31,20.45287405,0.4,3.03,104
01-06-2020,31.02,312.28,13.07,20.45287405,0.64,6.78,126
02-06-2020,131.88,173.4,22.26,20.45287405,0.45,10.84,152
04-06-2020,26.08,84.25,21.51,20.45287405,0.79,5.69,101
05-06-2020,30.72,88.9,19.08,20.45287405,0.63,7.45,92
06-06-2020,33.19,65.77,22.28,20.45287405,0.71,8.11,95
07-06-2020,20.67,69.5,20.48,20.45287405,0.82,6.71,93
08-06-2020,22.92,70.97,17.52,20.45287405,0.57,7.93,97
09-06-2020,21.17,81.73,16.39,20.45287405,0.86,4.48,84
10-06-2020,23.62,94.06,14.59,20.45287405,0.85,5.27,101
11-06-2020,20.4,66.21,17.05,20.45287405,0.68,8.21,92
12-06-2020,21.4,93.89,14.85,20.45287405,0.85,7.9,105
13-06-2020,21.72,62.28,16.62,20.45287405,1.18,7.01,98
14-06-2020,24.1,87.14,15.77,20.45287405,0.86,6.89,96
15-06-2020,21.21,92.72,18.56,20.45287405,0.85,21.69,96
16-06-2020,31.49,94.09,17.23,20.45287405,0.85,7.54,80
17-06-2020,14.79,11.5,13.18,20.45287405,0.81,4.6,95
19-06-2020,17.65,135.16,22.86,20.45287405,0.71,3.99,108
20-06-2020,22.9,120.7,10.1,20.45287405,0.5,3.37,124
21-06-2020,24.28,138.12,8.23,20.45287405,0.7,3.17,106
22-06-2020,19.02,98.37,11.49,20.45287405,0.52,3.33,75
23-06-2020,22.2,88.99,12.2,20.45287405,0.51,3.18,85
25-06-2020,32.56,142.43,18.21,20.45287405,0.65,0.98,95
26-06-2020,36.48,150.65,20.8,20.45287405,0.59,1.76,93
27-06-2020,62.12,118.67,19.86,20.45287405,0.49,1.32,92
29-06-2020,29.75,127.98,18.92,20.45287405,0.67,1.39,74
30-06-2020,40.02,121.1,33.41,20.45287405,0.73,1.21,98
